"","country","description","points","price","province","variety","latitude","longitude","cluster"
"6929","France","A fresh, light, crisp wine with some good mineral overtones layered with toast. While it doesn't have great complexity, this is an attractive, citrusy wine that's ready to drink now.",88,67,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6930","Austria","Pungent and herbal, with grassy notes that overlay bright lime fruit and a solid mineral base. Structured, this could age nicely over the next 5–8 years, much like a good Bordeaux blanc.",88,32,"Styria","Sauvignon Blanc",47.3593442,14.4699827,3
"6931","Argentina","Starts with coffee and burnt toast, and next comes deep blueberry, black plum and spice flavors. Begins racy on the palate and then mellows into cushy softness. Good in its depth of flavor, with chewy tannins.",87,19,"Mendoza Province","Malbec",-32.8896247,-68.8526867,3
"6932","New Zealand","This cleanly made wine features white grapefruit, pineapple and herb aromas and flavors, but seems a trifle soft and lacking zest. Drink up. Imported by Oceania Wine Group.",83,16,"Hawke's Bay","Sauvignon Blanc",-39.1089867,176.7416374,3
"6933","Austria","A bracingly acidic dry Riesling, this starts out with slatey, smoky aromas and hints of apple and clover, then adds crisp green-apple and grapefruit flavors. Finishes dry and tart, accented by grapefruit zest.",87,23,"Kremstal","Riesling",47.9271368,14.080665,3
"6934","France","This village wine is full of ripe, open tropical fruits and an attractive caramel touch. The whole is wrapped in clean acidity and a delicious lift to the finish.",87,50,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6935","Argentina","Violet in color, with chunky, ripe aromas of earth and berries that win you over. Structured and full, but also dry and layered. The fruit comes across ripe, while on the finish everything folds into a nice little square. Not spectacular but very easy to drink and enjoy.",87,12,"Mendoza Province","Malbec",-32.8896247,-68.8526867,3
"6936","Argentina","Fans of ripe, round Chardonnays should look no further than this. The apple, pear and melon flavors are nice and sweet, with hints of butter and toast backing them up. Good on the palate, with body and texture. An easy drinker.",87,11,"Mendoza Province","Chardonnay",-32.8896247,-68.8526867,2
"6937","New Zealand","Herbal and short, this Sauvignon Blanc comes from a producer better known for its red wines. Sweet green pea and grapefruit aromas give way to citrusy flavors.",82,14,"Hawke's Bay","Sauvignon Blanc",-39.1089867,176.7416374,3
"6938","France","This is the epitome of great Chablis, with minerality, initial austerity and coiled power. It is a dense, tense wine, structured with both toasty tannins and green fruits that shine out of all this concentration. Age for 7–10 years.",96,85,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6939","France","Often seen as the easiest of the grand crus because of its richness, this shows more power due to the vintage. There is some tightness to the ripe structure, with white currant, pear skin and spice flavors. Finishes with sweet acidity.",95,85,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6940","France","This flagship wine is Laroche's selection from the best wines of Les Blanchots. At this stage, it is young, its aromas mineral and crisp, but its future generous richness is very evident. It will be an intensely powerful expression of Chardonnay, touched by wood, and leaving great concentration. Screwcap.",94,100,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6941","France","Touched by wood, this wine is more about the huge, rich fruit flavors; the yellow peaches and mangoes are balanced with a defined citrus element. Rich, but given structure from the crisp grapefruit flesh and red apples.",93,65,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6942","France","A concentrated, hugely rich wine with lively caramel and toast aromas, followed by ripe fruits. It is generous and open, with apricots and nectarines giving richness, while kiwi gives the green, crisp character. The aftertaste is all minerality. Screwcap.",93,60,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6943","Australia","There's a noticeable background herbal element to this intensely concentrated wine. Dense layers of cassis and chocolate are front and center, filling the mouth with velvety richness and finishing long. Despite the power and richness, there's a structure to match, suggesting this will improve through at least 2012 and drink well until 2020.",93,45,"South Australia","Cabernet Sauvignon",-30.0002315,136.2091547,3
"6944","Australia","Made in the winery's classically savory style, this flagship Cabernet shows a touch of bricking at the rim and some maturing aromas and flavors of tobacco, cedar and earth. It's broad and mouthfilling, creamy in texture yet not obviously fruity, finishing with lush, soft tannins and a touch of hickory smoke. Drink now–2015.",93,50,"South Australia","Cabernet Sauvignon",-30.0002315,136.2091547,3
"6945","Australia","Operative words to describe this wine might include seamless and harmonious. There's such wonderful integration of fruit and oak that it's difficult to pick this wine's flavor components apart—it's a whirl of cassis and cedar, yet restrained; full-bodied, rich and dense without being heavy. Long and velvety on the finish, with enough soft tannins to last it 10–15 years.",93,75,"Western Australia","Cabernet Sauvignon",-27.6728168,121.6283098,3
"6946","France","This is an elegant, refined style of wine, with all the elements in balance. There is wood, green and white fruits, fresh acidity and repressed power. This is a Chablis style that needs aging—give it at least 5 years.",93,60,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6947","France","This tight, steely wine is austere initially, but opens up to show concentrated richness, with flavors of white currants, vivid green fruits and crisp, intense acidity. Obviously a wine that needs age—4 years at least.",93,30,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6948","France","Intensity is the keyword here: the butter, toast and ripe yellow fruits are both ripe and powerful. There's some spice, balanced with acidity, finishing so fresh, young and crisp.",93,44,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6949","Australia","From veteran winemaker John Glaetzer, this Cabernet from Langhorne Creek is something of a throwback, spending some 28 months in American oak hogsheads. Yet there's clearly enough cherry and cassis fruit to support all of the vanilla and toasted coconut, and the wine finishes long and balanced. Drink 2010–2020.",93,50,"South Australia","Cabernet Sauvignon",-30.0002315,136.2091547,3
"6950","France","This wine shows that top Chablis should be aged. This is like tasting the barebones of the wine without the flesh that is still very hidden. There is suppressed power, as well as green acidity and potential richness. Wait 5 years.",93,59,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6951","France","This is a wine that speaks of its terroir, the chalk soil coming out in a very mineral, austere character. It has elegance, class, great style of poise, showing acidity, fresh green fruits and a need to age for at least 5 years.",93,46,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6952","France","A very vibrant, lively wine, all mineral and fresh acidity. There is some austerity  as the fruit still needs to round out; but it promises to develop well, with delicious green apple and grapefruit flavors. Keep this for 3–4 years.",92,32,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6953","France","Steeliness exemplified in wine. This is crisp and structured, complex with its green fruits, structured acidity and touch of caramel and kiwi. It's the acidity that shows at the moment; needs 4–5 years.",92,34,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6954","France","There's a luscious outer edge to this wine, with mango and peach flavors freshened with citrus. But at its dense core, it is all mineral, flinty, the wood present but certainly not dominant. It needs time, maybe 3–4 years.",92,45,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6955","France","A beautiful wine that floats its minerality, white flower aromas and white currant fruits over a foundation of toast. Freshness dominates this crisp wine, with intensity to finish.",92,44,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6956","Australia","This is a full-bodied, velvety Cab, filled with ripe fruit and gentle oaking. Lush cassis and blackberry are framed by touches of chocolate, vanilla and baking spices, finishing a touch warm but long, with lingering notes of vanilla and blackberry jam. Drink now–2015.",92,30,"Western Australia","Cabernet Sauvignon",-27.6728168,121.6283098,3
"6957","France","La Chablisienne vinifies this portion of Fourchaume premier cru separately, regarding it as almost grand cru in power. It is certainly a concentrated wine, very ripe, but lined with citrus acidity, crispness and structure. At the end, though, the richness comes out.",92,34,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6958","France","Grapefruit and other citrus fruits come through the rich fruit. There is power and crispness here, along with a sense of structure from the mineral, flinty character that underlies the fruit. Hold for for 3–4 years.",92,32,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"6959","Australia","Consumers who associate the Jacob's Creek brand solely with inexpensive quaffing wines should take a look at some of the company's high-end offerings, such as the St. Hugo's Cabernet. The 2003 features plenty of body, a creamy, velvety texture and bright cherry fruit. Darker notes of cassis lend depth, embellished by hints of eucalyptus, tobacco and vanilla. Drink now–2015. Imported by Pernod Ricard USA.",91,33,"South Australia","Cabernet Sauvignon",-30.0002315,136.2091547,3
"6960","Australia","Full-bodied and rich, Cape Mentelle's 2002 Cab Sauvignon is a slightly minty wine, but relies more on ripe cassis and chocolate flavors for power and weight. The silkiness of the tannins suggests only 2–3 more years are needed before this wine really hits its stride.",91,45,"Western Australia","Cabernet Sauvignon",-27.6728168,121.6283098,3
